,Edad,Sexo,Trabajo,Alojamiento,Cuenta de ahorros,Monto de credito,Duracion,Proposito,Riesgo
7353,25,M,2,rentado,poco,6560,12,usos domesticos,bueno
7354,26,M,2,rentado,NA,2930,12,carro,bueno
7355,37,M,2,rentado,poco,1552,24,inmoviliario/equipo,malo
7356,33,M,2,propio,poco,3441,48,negocios,bueno
7357,64,M,2,propio,poco,3660,24,radio/TV,malo
7358,27,F,2,propio,NA,2108,45,carro,malo
7359,32,M,0,propio,poco,1552,24,carro,bueno
7360,60,F,3,propio,moderado,2235,18,inmoviliario/equipo,bueno
7361,50,F,2,propio,moderado,3213,27,negocios,malo
7362,21,F,2,propio,poco,958,18,inmoviliario/equipo,bueno
7363,26,F,3,propio,poco,6560,48,educacion,malo
7364,46,M,3,propio,poco,1747,24,usos domesticos,malo
7365,26,M,2,rentado,NA,1747,24,carro,bueno
7366,32,M,1,propio,poco,1024,24,carro,bueno
7367,27,M,2,propio,poco,6560,24,carro,malo
7368,22,F,2,rentado,NA,6560,18,carro,bueno
7369,35,F,2,propio,poco,3017,11,usos domesticos,bueno
7370,35,F,2,propio,poco,6148,18,educacion,bueno
7371,47,F,0,propio,poco,2775,15,educacion,bueno
7372,29,M,3,gratis,casi rico,7485,24,carro,malo
7373,46,M,2,propio,poco,1747,11,educacion,bueno
7374,36,F,2,propio,poco,6148,6,negocios,malo
7375,28,F,2,propio,moderado,1297,24,carro,bueno
7376,44,M,2,rentado,NA,6148,24,inmoviliario/equipo,malo
7377,29,F,1,rentado,poco,3213,60,carro,bueno
7378,22,M,2,propio,poco,1169,9,carro,malo
7379,33,F,2,rentado,rico,6842,39,carro,bueno
7380,26,M,3,propio,poco,2775,30,carro,bueno
7381,36,F,2,propio,poco,3213,36,inmoviliario/equipo,bueno
7382,33,M,2,propio,poco,7409,24,radio/TV,bueno
7383,64,F,1,propio,poco,2442,18,negocios,malo
7384,68,M,3,propio,poco,7409,48,carro,bueno
7385,50,M,2,propio,poco,6560,27,educacion,bueno
7386,24,F,2,rentado,moderado,3660,15,carro,malo
7387,26,M,2,rentado,poco,2511,12,radio/TV,malo
7388,23,M,3,rentado,poco,4583,30,carro,malo
7389,35,M,3,propio,poco,1240,6,radio/TV,malo
7390,26,M,2,propio,poco,6560,24,radio/TV,bueno
7391,28,F,3,propio,casi rico,1823,24,negocios,bueno
7392,40,M,3,propio,poco,7409,15,radio/TV,bueno
7393,33,M,2,propio,poco,1024,6,carro,bueno
7394,33,M,3,propio,NA,2108,30,carro,bueno
7395,33,M,3,propio,rico,1228,8,carro,bueno
7396,33,F,1,propio,NA,6560,24,inmoviliario/equipo,bueno
7397,37,M,0,propio,poco,7238,11,carro,bueno
7398,46,M,2,propio,poco,6560,27,carro,bueno
7399,24,M,1,propio,moderado,3621,12,carro,bueno
7400,37,F,2,propio,poco,3017,27,carro,bueno
7401,32,M,2,propio,poco,1747,6,radio/TV,malo
7402,36,F,3,propio,poco,2108,6,negocios,bueno
7403,46,M,3,propio,moderado,958,12,negocios,bueno
7404,46,F,2,propio,poco,2442,18,carro,malo
7405,50,F,1,rentado,casi rico,1338,12,inmoviliario/equipo,malo
7406,25,M,2,rentado,poco,3160,6,carro,bueno
7407,34,M,2,propio,casi rico,3660,30,refacciones,malo
7408,25,F,2,propio,poco,6416,12,carro,bueno
7409,34,F,2,propio,NA,4583,45,carro,bueno
7410,36,F,2,rentado,rico,7238,18,radio/TV,bueno
7411,64,F,1,propio,poco,6148,6,negocios,bueno
7412,46,M,2,propio,poco,3488,11,carro,malo
7413,27,F,1,propio,poco,6560,27,carro,bueno
7414,26,F,2,rentado,poco,1240,15,inmoviliario/equipo,malo
7415,32,M,3,rentado,poco,3213,27,negocios,bueno
7416,64,F,2,rentado,poco,3913,30,inmoviliario/equipo,malo
7417,24,F,2,rentado,poco,3213,45,radio/TV,bueno
7418,24,F,3,propio,poco,5096,12,carro,malo
7419,37,F,1,rentado,poco,3660,12,inmoviliario/equipo,bueno
7420,24,M,2,propio,casi rico,7238,18,inmoviliario/equipo,malo
7421,46,F,1,propio,poco,3213,24,radio/TV,bueno
7422,39,F,2,propio,poco,4712,12,inmoviliario/equipo,bueno
7423,47,F,2,propio,poco,1747,12,carro,bueno
7424,24,M,3,gratis,moderado,7409,24,carro,bueno
7425,22,M,1,propio,poco,1552,12,carro,bueno
7426,46,F,3,propio,NA,7409,24,radio/TV,bueno
7427,29,F,3,propio,rico,2511,15,carro,malo
7428,24,F,2,propio,poco,4583,12,radio/TV,bueno
7429,36,M,1,propio,poco,6148,12,carro,bueno
7430,37,F,3,propio,moderado,1264,24,negocios,bueno
7431,28,M,2,rentado,poco,6560,24,inmoviliario/equipo,bueno
7432,38,F,2,propio,poco,3213,24,carro,malo
7433,33,F,2,propio,moderado,958,60,negocios,bueno
7434,33,M,2,propio,poco,3621,12,carro,bueno
7435,29,F,2,rentado,NA,2235,48,radio/TV,bueno
7436,36,F,1,propio,poco,958,45,radio/TV,malo
7437,28,M,2,propio,rico,6560,60,radio/TV,bueno
7438,32,F,2,propio,rico,2442,8,radio/TV,bueno
7439,50,M,1,propio,poco,3913,12,radio/TV,malo
7440,27,F,2,rentado,poco,4006,30,carro,malo
7441,44,F,2,propio,poco,1338,18,carro,bueno
7442,37,F,1,propio,poco,7409,12,carro,bueno
7443,29,F,0,propio,poco,6560,11,carro,bueno
7444,24,M,2,rentado,poco,1552,45,radio/TV,bueno
7445,28,M,1,propio,poco,7238,8,carro,bueno
7446,37,M,2,rentado,poco,1919,45,carro,bueno
7447,33,F,2,propio,poco,2775,45,radio/TV,malo
7448,32,M,2,rentado,poco,4583,11,carro,bueno
7449,47,M,1,propio,rico,3990,6,carro,bueno
7450,36,M,1,propio,poco,3757,27,inmoviliario/equipo,bueno
7451,37,F,3,propio,NA,4583,36,carro,malo
7452,37,F,0,propio,poco,6148,30,carro,bueno
7453,28,F,2,rentado,NA,4712,24,radio/TV,bueno
7454,40,M,2,propio,casi rico,1747,11,inmoviliario/equipo,bueno
7455,29,F,2,propio,poco,1240,9,carro,bueno
7456,35,F,3,propio,poco,7238,30,educacion,bueno
7457,22,M,2,propio,poco,2930,24,carro,malo
7458,36,M,2,propio,NA,1024,24,carro,bueno
7459,23,F,2,propio,poco,4006,6,inmoviliario/equipo,bueno
7460,35,M,2,propio,poco,6560,11,educacion,bueno
7461,32,M,0,propio,rico,4165,24,radio/TV,malo
7462,60,F,2,propio,poco,3621,15,carro,bueno
7463,37,F,2,propio,NA,958,48,carro,bueno
7464,32,F,2,rentado,casi rico,958,30,radio/TV,bueno
7465,32,F,2,propio,moderado,7238,11,carro,malo
7466,28,M,2,propio,rico,2775,30,carro,malo
7467,29,F,2,propio,NA,3594,6,carro,bueno
7468,23,M,2,rentado,poco,3213,15,negocios,bueno
7469,23,F,2,propio,poco,3160,15,carro,malo
7470,37,M,2,rentado,moderado,10297,12,carro,bueno
7471,41,M,2,propio,poco,5096,24,carro,bueno
7472,47,M,2,propio,moderado,6416,8,radio/TV,bueno
7473,27,F,2,rentado,poco,3913,11,carro,bueno
7474,37,M,3,rentado,poco,3213,24,negocios,malo
7475,40,M,2,propio,poco,3422,12,negocios,bueno
7476,21,M,1,rentado,poco,1552,48,carro,bueno
7477,23,M,2,rentado,NA,958,24,inmoviliario/equipo,bueno
7478,54,F,2,rentado,NA,7238,21,carro,malo
7479,36,F,2,propio,poco,1297,12,carro,malo
7480,24,M,2,propio,poco,6560,24,radio/TV,bueno
7481,36,M,3,propio,poco,1240,36,carro,bueno
7482,24,M,2,propio,NA,2511,30,inmoviliario/equipo,bueno
7483,29,M,1,rentado,poco,3213,12,inmoviliario/equipo,bueno
7484,35,M,2,propio,poco,1919,12,radio/TV,malo
7485,23,M,2,propio,poco,929,12,negocios,bueno
7486,33,M,2,gratis,poco,2775,9,inmoviliario/equipo,bueno
7487,64,F,2,propio,poco,1552,45,carro,bueno
7488,29,M,2,rentado,rico,6560,11,negocios,bueno
7489,28,F,2,propio,moderado,6842,24,educacion,bueno
7490,24,F,0,rentado,rico,929,12,inmoviliario/equipo,bueno
7491,64,M,2,propio,poco,1024,45,radio/TV,bueno
7492,46,F,2,propio,poco,3990,30,negocios,bueno
7493,20,M,1,rentado,poco,958,12,carro,bueno
7494,40,F,3,propio,poco,7409,8,radio/TV,bueno
7495,27,F,2,propio,rico,2442,6,carro,bueno
7496,64,F,2,rentado,poco,1101,48,refacciones,malo
7497,36,F,2,rentado,poco,2235,9,radio/TV,malo
7498,28,M,2,propio,poco,3990,60,negocios,bueno
7499,46,F,2,propio,rico,1424,18,carro,bueno
7500,37,F,3,propio,poco,1024,9,negocios,bueno
7501,24,M,0,rentado,poco,1264,30,inmoviliario/equipo,bueno
7502,24,M,2,propio,moderado,368,45,carro,malo
7503,35,M,1,propio,NA,6560,11,inmoviliario/equipo,bueno
7504,24,M,2,propio,NA,1101,15,carro,bueno
7505,54,F,2,propio,poco,1377,11,carro,bueno
7506,54,M,2,propio,poco,6560,30,radio/TV,bueno
7507,32,F,2,rentado,poco,1264,18,inmoviliario/equipo,bueno
7508,32,M,2,rentado,rico,9277,30,negocios,bueno
7509,35,M,0,propio,poco,1240,18,negocios,malo
7510,46,F,2,propio,poco,3213,6,carro,bueno
7511,47,F,2,propio,poco,6560,9,carro,bueno
7512,38,F,2,propio,poco,1505,11,carro,bueno
7513,26,F,2,propio,rico,3757,6,inmoviliario/equipo,bueno
7514,25,F,2,propio,poco,1747,24,radio/TV,bueno
7515,46,M,2,propio,poco,4712,30,inmoviliario/equipo,bueno
7516,47,F,2,propio,poco,4583,9,negocios,malo
7517,29,M,0,rentado,poco,929,11,carro,malo
7518,36,F,2,rentado,poco,1264,48,carro,malo
7519,36,M,2,propio,moderado,3621,9,radio/TV,bueno
7520,32,M,1,propio,moderado,7238,8,carro,bueno
7521,25,F,2,rentado,poco,929,21,usos domesticos,bueno
7522,44,M,2,propio,NA,4165,45,carro,bueno
7523,38,M,1,propio,poco,2930,24,carro,bueno
7524,47,F,3,propio,NA,7238,12,educacion,bueno
7525,68,M,2,propio,poco,7485,24,radio/TV,bueno
7526,60,M,2,propio,poco,3660,12,radio/TV,bueno
7527,32,M,2,propio,NA,2511,45,inmoviliario/equipo,malo
7528,37,F,2,propio,poco,6842,24,radio/TV,bueno
7529,23,F,3,propio,poco,4583,12,radio/TV,bueno
7530,37,M,2,gratis,NA,3488,15,negocios,bueno
7531,37,F,2,propio,poco,1264,24,radio/TV,bueno
7532,26,M,2,rentado,poco,1747,11,educacion,bueno
7533,46,M,2,propio,NA,368,45,radio/TV,bueno
7534,50,M,1,propio,poco,1747,48,radio/TV,bueno
7535,22,M,2,propio,rico,1823,24,carro,malo
7536,50,M,2,rentado,poco,958,24,refacciones,bueno
7537,24,M,2,propio,NA,3913,12,radio/TV,bueno
7538,31,F,2,propio,poco,10297,12,radio/TV,malo
7539,47,F,3,propio,poco,929,24,carro,bueno
7540,24,M,2,propio,poco,3213,11,carro,malo
7541,35,M,0,propio,NA,1747,24,radio/TV,bueno
7542,43,M,2,rentado,NA,7238,36,carro,bueno
7543,21,M,1,rentado,poco,1216,10,radio/TV,bueno
7544,47,F,1,propio,poco,3913,18,carro,malo
7545,33,M,2,rentado,poco,3594,15,carro,bueno
7546,27,F,0,rentado,casi rico,6148,24,radio/TV,bueno
7547,60,F,2,propio,poco,6560,11,radio/TV,malo
7548,37,F,2,propio,rico,958,11,carro,bueno
7549,36,M,2,propio,moderado,3213,15,educacion,bueno
7550,54,M,2,rentado,poco,6560,8,inmoviliario/equipo,bueno
7551,35,F,3,propio,moderado,2442,27,inmoviliario/equipo,bueno
7552,22,M,2,propio,poco,929,24,carro,bueno
7553,28,M,2,propio,poco,958,11,educacion,bueno
7554,26,M,2,rentado,NA,6560,24,educacion,bueno
7555,32,M,2,propio,rico,929,9,carro,bueno
7556,40,F,2,propio,poco,1919,10,carro,bueno
7557,29,M,0,propio,poco,2511,12,radio/TV,bueno
7558,32,F,3,propio,poco,1264,24,educacion,malo
7559,46,M,3,rentado,NA,7409,24,carro,malo
7560,29,M,2,propio,poco,1800,12,inmoviliario/equipo,bueno
7561,30,M,3,propio,poco,3213,12,carro,bueno
7562,35,F,2,rentado,poco,2108,12,carro,bueno
7563,36,M,2,propio,NA,9277,30,carro,bueno
7564,32,M,2,propio,poco,4583,18,negocios,bueno
7565,40,M,3,rentado,poco,629,27,inmoviliario/equipo,bueno
7566,34,F,2,propio,poco,368,12,radio/TV,bueno
7567,46,M,2,propio,NA,6560,8,negocios,malo
7568,40,M,2,propio,poco,3913,9,inmoviliario/equipo,bueno
7569,37,M,2,propio,poco,7238,18,usos domesticos,bueno
7570,23,F,2,propio,rico,1264,11,carro,malo
7571,37,F,2,propio,poco,3422,12,carro,bueno
7572,27,M,2,propio,poco,1297,15,radio/TV,bueno
7573,25,F,2,propio,poco,9277,11,carro,bueno
7574,37,M,0,propio,NA,6560,12,carro,bueno
7575,50,F,1,propio,poco,2108,24,radio/TV,malo
7576,26,M,0,propio,poco,3660,11,radio/TV,malo
7577,32,F,2,rentado,poco,3488,30,educacion,bueno
7578,26,M,2,propio,rico,2108,24,carro,bueno
7579,20,F,2,gratis,casi rico,958,18,educacion,malo
7580,47,M,2,propio,poco,6148,15,carro,bueno
7581,46,M,3,propio,moderado,3213,9,carro,bueno
7582,64,M,2,rentado,poco,2442,30,carro,malo
7583,32,F,2,propio,poco,2108,12,carro,malo
7584,26,F,2,propio,poco,4712,24,radio/TV,bueno
7585,32,M,2,rentado,poco,958,30,radio/TV,bueno
7586,36,M,2,propio,poco,1024,30,negocios,bueno
7587,24,M,2,propio,poco,3160,24,carro,malo
7588,24,M,2,propio,poco,4716,30,carro,bueno
7589,37,M,2,rentado,poco,3757,21,carro,malo
7590,35,M,2,propio,poco,6416,30,carro,malo
7591,37,M,1,rentado,casi rico,7238,12,radio/TV,bueno
7592,29,M,2,propio,poco,1264,12,radio/TV,bueno
7593,26,F,3,rentado,moderado,3660,11,carro,bueno
7594,36,M,2,propio,poco,3213,48,radio/TV,bueno
7595,50,M,2,rentado,poco,7485,48,carro,malo
7596,40,M,2,propio,NA,2108,24,radio/TV,bueno
7597,47,M,2,propio,poco,3660,24,carro,bueno
7598,40,M,2,propio,NA,7409,24,inmoviliario/equipo,bueno
7599,50,M,2,propio,rico,4712,45,inmoviliario/equipo,bueno
7600,37,M,2,rentado,poco,1516,48,inmoviliario/equipo,malo
7601,24,M,3,propio,rico,7485,48,carro,bueno
7602,24,M,2,propio,casi rico,1338,12,carro,bueno
7603,37,M,2,propio,poco,2442,21,carro,bueno
7604,23,M,2,propio,poco,3913,24,radio/TV,bueno
7605,31,M,2,propio,poco,7409,30,carro,bueno
7606,35,F,1,propio,poco,6148,18,carro,bueno
7607,35,M,2,propio,rico,958,27,radio/TV,malo
7608,27,M,3,propio,poco,3594,12,inmoviliario/equipo,bueno
7609,68,F,1,gratis,poco,6560,6,refacciones,bueno
7610,22,F,1,propio,poco,1289,24,carro,bueno
7611,26,M,2,rentado,poco,3621,48,educacion,malo
7612,37,M,0,propio,poco,7409,11,carro,bueno
7613,46,M,0,rentado,poco,3213,45,carro,malo
7614,29,M,2,propio,NA,1228,18,carro,bueno
7615,21,M,2,gratis,poco,1552,15,carro,bueno
7616,25,F,1,propio,poco,3213,45,radio/TV,bueno
7617,24,F,2,rentado,poco,368,12,radio/TV,bueno
7618,26,M,2,rentado,poco,3422,8,carro,bueno
7619,39,F,2,propio,NA,3990,12,radio/TV,malo
7620,29,M,2,propio,poco,6560,45,carro,bueno
7621,24,M,1,propio,poco,6416,11,carro,bueno
7622,54,M,2,propio,casi rico,3488,9,carro,bueno
7623,37,M,1,propio,poco,6560,12,carro,bueno
7624,23,M,1,rentado,poco,3213,11,carro,bueno
7625,27,M,2,propio,casi rico,2442,21,carro,bueno
7626,47,M,2,propio,moderado,3017,11,inmoviliario/equipo,bueno
7627,42,M,2,rentado,poco,9277,11,carro,bueno
7628,24,M,1,propio,poco,958,11,carro,malo
7629,27,F,2,propio,poco,3617,24,radio/TV,bueno
7630,27,F,2,propio,poco,3621,24,negocios,bueno
7631,26,M,2,propio,rico,3213,36,radio/TV,bueno
7632,29,M,0,propio,poco,3990,21,radio/TV,bueno
7633,23,M,2,gratis,poco,2108,12,radio/TV,bueno
7634,33,M,2,propio,poco,2775,11,carro,bueno
7635,40,M,3,rentado,poco,6560,27,educacion,malo
7636,26,F,2,rentado,poco,2214,24,inmoviliario/equipo,bueno
7637,30,M,2,rentado,casi rico,958,27,educacion,bueno
7638,40,M,2,propio,poco,3660,48,radio/TV,bueno
7639,34,M,2,rentado,casi rico,929,12,carro,bueno
7640,29,M,3,rentado,poco,3213,6,inmoviliario/equipo,malo
7641,34,M,2,propio,poco,7409,12,inmoviliario/equipo,malo
7642,31,M,2,propio,poco,629,24,radio/TV,bueno
7643,35,M,2,propio,poco,2235,12,radio/TV,bueno
7644,33,F,2,propio,poco,6148,15,educacion,bueno
7645,25,M,2,rentado,poco,6148,15,inmoviliario/equipo,malo
7646,32,M,0,propio,poco,1516,24,negocios,bueno
7647,32,M,2,propio,poco,3594,24,carro,malo
7648,42,M,2,propio,rico,1516,15,educacion,bueno
7649,47,F,2,propio,moderado,1552,48,negocios,bueno
7650,37,F,3,propio,NA,1024,15,carro,bueno
7651,35,F,2,propio,poco,929,12,inmoviliario/equipo,bueno
7652,31,F,2,propio,poco,958,12,negocios,bueno
7653,37,M,2,propio,poco,2930,24,refacciones,malo
7654,24,F,2,propio,poco,958,48,radio/TV,bueno
7655,32,M,2,rentado,poco,2235,24,carro,bueno
7656,23,M,2,propio,NA,7238,15,carro,bueno
7657,37,M,2,propio,NA,4165,11,radio/TV,bueno
7658,24,F,2,propio,poco,3213,24,carro,bueno
7659,46,F,1,propio,poco,3213,11,educacion,malo
7660,24,M,2,propio,poco,6560,27,radio/TV,malo
7661,47,M,1,propio,NA,1747,12,negocios,bueno
7662,42,M,2,propio,poco,4583,12,carro,bueno
7663,23,M,2,rentado,casi rico,6842,21,educacion,bueno
7664,24,M,2,propio,poco,7238,10,radio/TV,malo
7665,32,F,2,rentado,NA,1024,15,educacion,bueno
7666,36,F,1,rentado,poco,929,27,carro,bueno
7667,37,F,2,gratis,NA,3621,12,carro,bueno
7668,28,M,2,propio,poco,3757,12,carro,malo
7669,24,M,2,propio,poco,4712,27,carro,bueno
7670,25,M,2,propio,poco,4583,15,carro,bueno
7671,24,M,2,rentado,poco,3660,30,radio/TV,bueno
7672,22,M,2,propio,poco,6148,36,radio/TV,malo
7673,28,M,3,propio,poco,1297,12,educacion,bueno
7674,50,M,2,rentado,NA,1747,11,carro,bueno
7675,24,M,2,propio,poco,929,12,inmoviliario/equipo,bueno
7676,37,F,2,propio,poco,2511,9,carro,malo
7677,36,F,0,rentado,poco,368,15,radio/TV,bueno
7678,22,F,2,propio,NA,4583,12,inmoviliario/equipo,bueno
7679,28,F,1,propio,NA,629,24,carro,malo
7680,35,M,2,propio,rico,3017,11,educacion,malo
7681,29,M,2,propio,poco,6148,48,carro,bueno
7682,36,F,2,rentado,poco,1747,24,carro,bueno
7683,36,M,2,gratis,NA,1216,12,inmoviliario/equipo,bueno
7684,24,M,2,propio,moderado,6842,27,carro,bueno
7685,33,F,2,propio,poco,1024,30,educacion,malo
7686,23,F,1,propio,moderado,1264,8,radio/TV,bueno
7687,32,F,2,rentado,NA,6560,12,negocios,bueno
7688,27,F,2,propio,poco,7409,24,carro,malo
7689,22,M,2,propio,moderado,3213,36,radio/TV,bueno
7690,35,M,2,propio,NA,3213,8,carro,malo
7691,37,F,2,propio,poco,6560,45,carro,malo
7692,24,M,2,propio,poco,1297,6,radio/TV,bueno
7693,37,F,2,propio,moderado,3441,11,radio/TV,malo
7694,25,M,2,propio,casi rico,4583,9,educacion,malo
7695,64,M,2,propio,poco,1338,24,radio/TV,bueno
7696,47,M,3,rentado,poco,4716,12,carro,malo
7697,36,F,3,propio,poco,6560,9,radio/TV,bueno
7698,33,M,2,propio,poco,1552,12,carro,malo
7699,38,F,2,rentado,poco,2775,6,carro,bueno
7700,37,M,0,propio,poco,3213,11,negocios,bueno
7701,21,F,2,propio,poco,1747,6,carro,bueno
7702,42,F,2,rentado,poco,5096,15,carro,malo
7703,22,M,3,propio,poco,3213,45,radio/TV,bueno
7704,24,F,2,rentado,NA,3213,12,carro,bueno
7705,21,M,1,propio,NA,1532,60,carro,malo
7706,40,F,2,gratis,poco,3160,12,carro,bueno
7707,46,M,2,propio,rico,7409,12,carro,malo
7708,50,M,1,propio,poco,7409,18,carro,malo
7709,64,F,0,rentado,NA,2301,48,carro,bueno
7710,21,M,2,propio,rico,3160,45,carro,malo
7711,32,F,1,rentado,rico,976,18,carro,malo
7712,35,F,2,propio,poco,929,30,carro,bueno
7713,46,F,2,gratis,poco,6416,24,radio/TV,bueno
7714,36,F,2,rentado,poco,929,24,radio/TV,bueno
7715,38,F,2,propio,moderado,3160,21,inmoviliario/equipo,bueno
7716,64,M,2,propio,poco,958,24,carro,bueno
7717,26,M,0,propio,poco,3621,10,negocios,bueno
7718,60,M,2,propio,poco,3213,39,radio/TV,bueno
7719,37,M,2,gratis,rico,4583,12,carro,malo
7720,24,M,0,propio,poco,7485,45,radio/TV,bueno
7721,46,M,2,rentado,NA,958,12,radio/TV,bueno
7722,37,M,2,rentado,poco,1169,24,carro,malo
7723,22,F,2,rentado,rico,1264,12,negocios,bueno
7724,26,M,0,rentado,poco,1377,48,inmoviliario/equipo,bueno
7725,24,M,2,rentado,casi rico,6560,9,carro,malo
7726,33,M,2,propio,poco,1377,12,radio/TV,malo
7727,50,M,2,propio,poco,2108,21,educacion,bueno
7728,64,F,3,propio,poco,1382,9,carro,bueno
7729,46,M,3,propio,NA,2511,9,carro,bueno
7730,29,F,2,propio,poco,958,15,carro,malo
7731,38,F,3,propio,poco,1919,24,carro,bueno
7732,27,M,2,propio,poco,1264,24,carro,bueno
7733,64,F,2,rentado,poco,3213,24,radio/TV,bueno
7734,39,F,2,propio,poco,3422,10,radio/TV,malo
7735,31,M,2,propio,poco,6842,18,carro,malo
7736,35,M,2,propio,rico,6416,24,radio/TV,bueno
7737,31,F,2,gratis,NA,1024,60,carro,bueno
7738,28,F,3,propio,moderado,3213,24,inmoviliario/equipo,bueno
7739,46,M,2,propio,poco,7409,15,carro,malo
7740,27,F,1,propio,poco,1024,12,inmoviliario/equipo,malo
7741,42,F,2,propio,poco,929,8,carro,bueno
7742,37,M,2,propio,poco,1552,12,radio/TV,bueno
7743,27,M,1,propio,poco,3213,6,radio/TV,bueno
7744,29,M,2,rentado,poco,1264,9,educacion,bueno
7745,24,F,2,propio,poco,4712,27,radio/TV,bueno
7746,26,M,2,propio,poco,5096,18,educacion,bueno
7747,33,F,2,propio,poco,1228,12,educacion,bueno
7748,22,M,2,propio,poco,1424,24,carro,bueno
7749,26,F,2,propio,poco,7409,24,educacion,malo
7750,37,M,2,propio,rico,2214,12,carro,bueno
7751,64,M,2,rentado,poco,6560,60,usos domesticos,bueno
7752,32,M,2,propio,poco,1240,11,radio/TV,bueno
7753,23,F,2,propio,poco,2775,24,inmoviliario/equipo,malo
7754,25,M,2,propio,poco,2442,24,educacion,bueno
7755,46,M,2,propio,poco,3422,8,radio/TV,malo
7756,30,M,2,rentado,moderado,6560,24,inmoviliario/equipo,malo
7757,25,M,2,gratis,poco,958,12,educacion,bueno
7758,28,F,3,propio,poco,6560,27,educacion,bueno
7759,64,F,2,propio,poco,1240,8,radio/TV,malo
7760,31,M,0,propio,poco,1505,45,carro,malo
7761,64,M,2,propio,moderado,4583,36,carro,bueno
7762,33,M,2,propio,rico,2108,18,carro,bueno
7763,37,F,0,rentado,poco,958,12,carro,malo
7764,22,M,1,propio,poco,4712,48,inmoviliario/equipo,bueno
7765,24,F,2,propio,poco,3660,12,carro,bueno
7766,64,F,1,propio,poco,1024,12,radio/TV,bueno
7767,27,F,3,propio,NA,1264,8,negocios,bueno
7768,21,M,3,propio,rico,3213,45,carro,bueno
7769,29,M,2,propio,NA,4165,12,inmoviliario/equipo,bueno
7770,25,M,1,propio,poco,1264,18,inmoviliario/equipo,malo
7771,33,F,3,propio,poco,3422,15,negocios,bueno
7772,46,F,3,propio,moderado,1382,11,radio/TV,bueno
7773,39,M,2,propio,poco,1169,48,inmoviliario/equipo,malo
7774,32,M,2,propio,rico,3422,11,carro,bueno
7775,37,M,2,propio,poco,2930,36,radio/TV,bueno
7776,24,M,2,propio,poco,3757,24,carro,malo
7777,36,F,0,propio,poco,2235,24,educacion,bueno
7778,25,M,2,propio,poco,4165,6,negocios,bueno
7779,32,F,2,gratis,poco,2775,30,educacion,malo
7780,46,M,0,gratis,poco,2214,12,carro,bueno
7781,25,M,2,propio,poco,4006,12,radio/TV,bueno
7782,29,F,2,propio,moderado,7238,27,inmoviliario/equipo,malo
7783,21,F,3,rentado,poco,3017,48,educacion,malo
7784,22,F,2,propio,NA,2108,36,inmoviliario/equipo,bueno
7785,21,F,2,propio,poco,5096,12,negocios,bueno
7786,35,M,1,propio,poco,3621,18,radio/TV,malo
7787,27,M,3,rentado,poco,2235,11,educacion,bueno
7788,64,M,1,propio,poco,2214,12,carro,malo
7789,34,M,2,propio,poco,2329,14,usos domesticos,bueno
7790,32,M,2,rentado,poco,629,36,carro,bueno
7791,23,M,2,propio,poco,3422,15,carro,bueno
7792,37,F,2,propio,NA,10297,12,carro,malo
7793,46,M,2,propio,poco,6560,45,carro,bueno
7794,35,F,2,rentado,poco,1264,12,educacion,bueno
7795,31,M,2,propio,poco,7409,12,carro,malo
7796,24,M,2,propio,poco,1919,9,carro,bueno
7797,24,M,2,propio,poco,6416,24,radio/TV,bueno
7798,31,F,2,rentado,rico,1240,36,radio/TV,bueno
7799,25,F,2,propio,poco,3017,12,inmoviliario/equipo,bueno
7800,30,F,2,propio,poco,1264,12,inmoviliario/equipo,malo
7801,24,M,3,propio,moderado,958,12,negocios,malo
7802,37,F,3,propio,NA,368,60,educacion,bueno
7803,31,M,1,propio,poco,3213,48,carro,bueno
7804,26,F,2,propio,poco,958,48,inmoviliario/equipo,bueno
7805,39,F,0,propio,poco,2108,24,negocios,malo
7806,46,M,3,rentado,poco,5096,11,carro,malo
7807,26,M,2,propio,poco,4006,11,carro,malo
7808,24,M,2,rentado,poco,4712,24,carro,bueno
7809,40,M,2,propio,poco,2775,15,radio/TV,bueno
7810,64,M,3,rentado,NA,3913,48,inmoviliario/equipo,bueno
7811,39,M,2,propio,poco,2108,48,carro,bueno
7812,27,F,2,propio,poco,4583,12,carro,bueno
7813,25,F,2,propio,casi rico,1216,24,inmoviliario/equipo,malo
7814,34,F,2,propio,poco,1049,8,refacciones,bueno
7815,46,F,0,propio,NA,6560,12,carro,bueno
7816,29,F,2,propio,poco,3213,11,carro,malo
7817,32,M,2,propio,poco,7238,48,carro,malo
7818,47,M,2,propio,poco,1747,30,carro,bueno
7819,23,M,1,propio,poco,2235,24,carro,bueno
7820,36,M,3,propio,poco,7409,18,carro,bueno
7821,25,M,0,propio,poco,1823,15,educacion,bueno
7822,42,M,2,propio,poco,4583,18,carro,bueno
7823,47,M,2,propio,poco,3621,36,inmoviliario/equipo,bueno
7824,29,F,2,rentado,NA,3660,12,carro,bueno
7825,24,M,3,propio,poco,1552,9,inmoviliario/equipo,bueno
7826,50,M,0,propio,poco,6560,21,carro,bueno
7827,37,M,1,propio,poco,3213,48,negocios,bueno
7828,38,F,2,rentado,poco,1505,18,negocios,bueno
7829,37,F,1,propio,NA,1049,48,carro,bueno
7830,64,M,1,rentado,casi rico,3213,12,carro,bueno
7831,27,M,2,rentado,poco,929,48,negocios,bueno
7832,34,F,1,propio,poco,929,24,negocios,malo
